Action,ProductSKU,ProductName,QuantityToProduce,BufferPercent,ProductionInstructionUrl,IgnoreCumulativeLeadTime,ProductionLeadTime,Version,VersionName,VersionDefault,MinQuantity,MaxQuantity,DeviationPercent,RunSize,OperationSequence,OperationType,OperationName,CycleTime,UnitPerCycle,WorkCentreCode,WorkCentreName,PreviousStep,ItemType,ComponentSKU_ResourceCode,ComponentName_ResourceName,Quantity,WastageQuantity_ForStockComponentOnly,WastagePercent_ForStockComponentOnly,CostAllocationType,SalesValue,CostOfWastage,DeliveryTo_LocationName,DeliveryTo_BinName,CoManPriceTier,Tracing,IssueMethodComponent,IssueMethodParameter,OperationIsBackflush,ComponentIsBackflush,ResourceCostType
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R54/W/FL,Pipe 3/8" LLDPE Tube - Blue,0.00066,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R94/W/16PVA/FL,Solar Panel Anti-Freeze Valve Caleffi 15mm,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R50/W/FL,Tap Adaptor 3/8" x 1/2" bsp,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,2,,Yes,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R95/W/16PVA/FL,Equal Tee - Piece 3/8",1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,2,,Yes,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R54/W/FL,Pipe 3/8" LLDPE Tube - Blue,0.00066,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,2,,Yes,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R94/W/16PVA/FL,Solar Panel Anti-Freeze Valve Caleffi 15mm,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,2,,Yes,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R30/N/2ABUA13/FL,Hose Siphon Petrol Transfer 18mm with Anti Static Strip 50m,0.00066,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,2,,Yes,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R125/W/33PMWIC7/C15/FL,Straight Adaptor 3/8" x 1/2" bsp  7/15L Chiller Connection,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,2,,Yes,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R33/N/2ABUA13/FL,Elbow Low Density Male Inlet 19mm X 15mm,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-16PVA,Anti-Freeze Valve Production BOM Assembly ,1,0,,No,0,2,,Yes,,,,,1,Manufacturing,Anti-Freeze Valve Production BOM Assembly ,1800,1,PWC02,Construction Station,,Component,R113/W/29PCA/FL,Reducer 3/8 Stem - 1/4 Tube,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R40/N/17PDGT/FX,Universal Tap Mounting Plate for Dog Bowl Tap,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R41/N/17PDGT/AV,Body Brass of Dog Bowl Tap G352,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R57/N/17PDGT/FL,End Plug Hex Brass of Dog Bowl Tap 1" C352,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R66/N/17PDGT/AV,Push Button Stainless Steel of Dog Bowl Tap,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R70/W/12PTF/FL,Acetal Washer 16mm x 25mm x 2mm,3,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R71/W/AV,O-Ring 6mm 6 x 10 x 2 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R72/W/AV,O-Ring 6mm 6 x 11 x 2.5 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R75/W/AV,Spring Stainless Steel (304),1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R76/N/17PDGT/FX,Screw Countersunk Phil MT Zinc Plated for Dog Bowl  M6 x 16,2,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R81/W/13PSF/FL,Hex Connector Acetyl for Side Tap 1" - 15mm Thread,2,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R86/N/FX,M6 Rivnut CSK,2,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R40/N/17PDGT/FX,Universal Tap Mounting Plate for Dog Bowl Tap,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R41/N/17PDGT/AV,Body Brass of Dog Bowl Tap G352,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R57/N/17PDGT/FL,End Plug Hex Brass of Dog Bowl Tap 1" C352,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R66/N/17PDGT/AV,Push Button Stainless Steel of Dog Bowl Tap,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R70/W/12PTF/FL,Acetal Washer 16mm x 25mm x 2mm,3,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R71/W/AV,O-Ring 6mm 6 x 10 x 2 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R72/W/AV,O-Ring 6mm 6 x 11 x 2.5 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R75/W/AV,Spring Stainless Steel (304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R38/N/FX,Screw Stainless Steel Countersunk Post Torx Machine (304) M6 x 16,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R81/W/13PSF/FL,Hex Connector Acetyl for Side Tap 1" - 15mm Thread,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,2,,No,,,,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R86/N/FX,M6 Rivnut CSK,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R40/N/17PDGT/FX,Universal Tap Mounting Plate for Dog Bowl Tap,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R193/W/FL,316 S/S Vandal Proof Male Garden Tap 15mm,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R57/N/17PDGT/FL,End Plug Hex Brass of Dog Bowl Tap 1" C352,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R66/N/17PDGT/AV,Push Button Stainless Steel of Dog Bowl Tap,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R70/W/12PTF/FL,Acetal Washer 16mm x 25mm x 2mm,3,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R71/W/AV,O-Ring 6mm 6 x 10 x 2 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R72/W/AV,O-Ring 6mm 6 x 11 x 2.5 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R75/W/AV,Spring Stainless Steel (304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R38/N/FX,Screw Stainless Steel Countersunk Post Torx Machine (304) M6 x 16,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R86/N/FX,M6 Rivnut CSK,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R40/N/17PDGT/FX,Universal Tap Mounting Plate for Dog Bowl Tap,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R66/N/17PDGT/AV,Push Button Stainless Steel of Dog Bowl Tap,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R129/W/AC,Universal Tap Body Eco Brass,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R236/W/FL,Hex Connector Side S/S with O-Ring groove,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R71/W/AV,O-Ring 6mm 6 x 10 x 2 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R217/W/AV,OR019x3N70AS4020 O-Ring,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R266/N/FX,M4x10mm CSK Phillips Head S/S 304,4,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R72/W/AV,O-Ring 6mm 6 x 11 x 2.5 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R169/W/FL,Straight Adaptor  1/4" x 1/4" BSP,3,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R170/W/FL,Plug 1/4" AB||26,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R75/W/AV,Spring Stainless Steel (304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-17PDGT,Dog Bowl Tap Production BOM ,1,0,,No,0,4,,Yes,,,0,,1,Manufacturing,Dog Bowl Tap Production BOM Assembly ,300,1,PWC01,Pre-Assembly Station,,Component,R86/N/FX,M6 Rivnut CSK,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-18PDG,Dog Bowl Production BOM ,1,0,,No,0,1,,Yes,,,,,1,Manufacturing,Dog Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R107/W/FL,Branch Stem Tee 1/4",1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-18PDG,Dog Bowl Production BOM ,1,0,,No,0,1,,Yes,,,,,1,Manufacturing,Dog Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R178/N/FL,Female Adaptor 3/8 x 1/2 bsp - Flat End,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-18PDG,Dog Bowl Production BOM ,1,0,,No,0,1,,Yes,,,,,1,Manufacturing,Dog Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R167/W/FL,Pipe 1/4" LLDPE Tubing - Black 500ft,0.0026,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-18PDG,Dog Bowl Production BOM ,1,0,,No,0,1,,Yes,,,,,1,Manufacturing,Dog Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R45/W/6AC3/FL,Tap Adaptor  1/4" x 1/2"BSP,2,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-18PDG,Dog Bowl Production BOM ,1,0,,No,0,1,,Yes,,,,,1,Manufacturing,Dog Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R176/N/FL,Stem Elbow 3/8" - 1/4",1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,1,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R117/N/19PDGB/FX,Bracket Spacer Bar Stainless Steel for Dog Bowl,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,1,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R119/N/19PDGB/FX,Cup Head Bolt Stainless Steel (316) for Dog Bowl M8 x 30,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,1,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R116/N/FL,Dog Bowl 001 + Bracket 003,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,1,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R15/N/1AB12/FX,Mudguard Washers Zinc Plated for Side Pod 5/16 x 1 x 16g,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,1,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R118/N/19PDGB/FX,Nylock Nut M8 Stainless Steel (304) for Dog Bowl,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,1,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R38/N/FX,Screw Stainless Steel Countersunk Post Torx Machine (304) M6 x 16,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,2,,Yes,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R117/N/19PDGB/FX,Bracket Spacer Bar Stainless Steel for Dog Bowl,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,2,,Yes,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R119/N/19PDGB/FX,Cup Head Bolt Stainless Steel (316) for Dog Bowl M8 x 30,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,2,,Yes,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R116/N/FL,Dog Bowl 001 + Bracket 003,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,2,,Yes,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R15/N/1AB12/FX,Mudguard Washers Zinc Plated for Side Pod 5/16 x 1 x 16g,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,2,,Yes,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R263/N/19PDGB/FX,Nut M8 Stainless Steel (304) for Dog Bowl,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,2,,Yes,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R38/N/FX,Screw Stainless Steel Countersunk Post Torx Machine (304) M6 x 16,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R117/N/19PDGB/FX,Bracket Spacer Bar Stainless Steel for Dog Bowl,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R119/N/19PDGB/FX,Cup Head Bolt Stainless Steel (316) for Dog Bowl M8 x 30,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R172/N/FL,Dog Bowl DB 001 + Bracket DB 015,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R15/N/1AB12/FX,Mudguard Washers Zinc Plated for Side Pod 5/16 x 1 x 16g,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R263/N/19PDGB/FX,Nut M8 Stainless Steel (304) for Dog Bowl,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-19PDGB,Dog Bowl Bowl Production BOM ,1,0,,No,0,3,,No,,,0,,1,Manufacturing,Dog Bowl Bowl Production BOM Assembly ,180,1,PWC01,Pre-Assembly Station,,Component,R38/N/FX,Screw Stainless Steel Countersunk Post Torx Machine (304) M6 x 16,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-20PF0,Filtration System Production BOM Assembly ,1,0,,No,0,1,,No,,,,,1,Manufacturing,Filtration System Production BOM Assembly ,480,1,PWC02,Construction Station,,Component,R17/N/FX,Filter Bracket,1,0,0,,,,,,,No,Manual,,No,No,
