Name,Status,Currency,PaymentTerm,TaxRule,AccountPayable,Carrier,Discount,TaxNumber,AttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,Comments,ContactName,JobTitle,Phone,MobilePhone,Fax,Email,Website,ContactComment,ContactDefault,ContactIncludeInEmail,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10
Broken Bay Catholic Principals' Association,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Suzanne Kavanagh,,,,,suzanne.kavanagh@dbb.catholic.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
BSC Motion Technology,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Accounts,,03 9311 4138,,,arbscremit@inenco.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
BSC Motion Technology,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,AP,,03 9311 4138,,,apprompt@inenco.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
BSC Motion Technology,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Charlie Rivitiski,,03 9311 4138,,,sunshine@bsc.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
BSC Motion Technology,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Truganina,,03 9311 4138,,,truganina@bsc.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Build Australia,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,56155835555,Suppliers Data,,,,,,,,,,,,Accounts,,61 8 63366430,,,accounts@sagemedia.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Build Australia,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,56155835555,Suppliers Data,,,,,,,,,,,,Joel Prentice,,61 8 63366430,,,j.prentice@sagemedia.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Bunnings - Port Melbourne,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,5,26008672179,Suppliers Data,,,,,,,,,,,,Kate,,(03) 8646 9800,0417 555 148,,portmelbtrd@bunnings.com.au,https://www.bunnings.com.au/stores/vic/port-melbourne?utm_source=google&utm_medium=places&utm_content=bunnings-port-melbourne&utm_campaign=googleplaces,,TRUE,TRUE,FALSE,,,,,,,,,,
Bunnings - Port Melbourne,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,5,26008672179,Suppliers Data,,,,,,,,,,,,Trade Desk,,(03) 8646 9800,,,portmelbtrd@bunnings.com.au,https://www.bunnings.com.au/stores/vic/port-melbourne?utm_source=google&utm_medium=places&utm_content=bunnings-port-melbourne&utm_campaign=googleplaces,,FALSE,FALSE,FALSE,,,,,,,,,,
Bunnings Warehouse,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
BWT Australia,Active,AUD,30 days,GST on Expenses,22000,,0,63104540678,,,,,,,,,,,,AUS Made Filters,Accounts,,1300 720 299,,,accounts@bwtaustralia.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
BWT Australia,Active,AUD,30 days,GST on Expenses,22000,,0,63104540678,,,,,,,,,,,,AUS Made Filters,Lee Yelland,,1300 720 299,,,sales@bwtaustralia.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
BWT Australia,Active,AUD,30 days,GST on Expenses,22000,,0,63104540678,,,,,,,,,,,,AUS Made Filters,Water Filter Services,,1300 720 299,,,accounts@bwtaustralia.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
C.B. Dellar Pty Ltd,Active,AUD,30 days,GST on Expenses,22000,,0,46975738047,,,,,,,,,,,,,C.B. Dellar Pty Ltd,,419315870,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,
C.T. FREIGHT PTY LTD,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,GST on Expenses,22000,,0,,,,,,,,,,,,,,Zoran Markovski,,+61 3 9913 1445,,+61 3 9330 3030,zoran.markovski@ctfreight.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
CAD Solutions,Active,AUD,30 days,GST on Expenses,22000,star track,0,,,,,,,,,,,,,,Gary Page,,03-545 6888,,,gary.p@cadpro.co.nz,,,TRUE,FALSE,FALSE,,,,,,,,,,
CADPRO Systems Limited,Active,NZD,Payment Before Production,VAT on Import,22000,,0,,,,,,,,,,,,,,Accounts,,,,,accounts@cadpro.co.nz,,,FALSE,TRUE,FALSE,,,,,,,,,,
CADPRO Systems Limited,Active,NZD,Payment Before Production,VAT on Import,22000,,0,,,,,,,,,,,,,,Caroline Northin,,64 9 3024028,,,accounts@cadpro.co.nz,,,FALSE,TRUE,FALSE,,,,,,,,,,
Caffe Casina,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Capital & Treasury Solutions Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,71159148080,Suppliers Data,,,,,,,,,,,,Alex Lauber,,4 25769096,,,alex@lauber.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Capital Cab Co,Active,AUD,30 days,BAS Excluded,22000,DEFAULT Carrier,0,,,,,,,,,,,,,,No Name,,0800 235689,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,
Car Park,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Car Parts Clips and Fasteners,Active,AUD,Payment Before Production,VAT on Import,22000,,0,62113088609,,,,,,,,,,,,,David,,61 03 98779999,,,sales@carpartsclipsandfasteners.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Car Wash,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Carbon Media,Active,NZD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Accounts,,64 9 3030301,,,accounts@carbonmedia.co.nz,,,FALSE,TRUE,FALSE,,,,,,,,,,
Carbon Media,Active,NZD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Paul Shanley,,64 9 3030301,,,paul@carbonmedia.co.nz,,,FALSE,TRUE,FALSE,,,,,,,,,,
Carbon Neutral Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,42164635769,Suppliers Data,,,,,,,,,,,,Admin,,61892004424,,,admin@carbonneutral.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Carbon Neutral Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,42164635769,Suppliers Data,,,,,,,,,,,,Jon-Paul Cox,,61892004424,,,jon-paul@carbonneutral.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Carlton Technical Books,Active,AUD,30 days,BAS Excluded,22000,DEFAULT Carrier,0,,,,,,,,,,,,,,No Name,,03 3786543,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,
Casotti Plumbers,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Vinnie Saunders,,,0433 940 078,,supervisor@casottiplumbers.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Catholic Education Business Administrators Conference 2022 (CEBA 2022),Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,29398943008,Suppliers Data,,,,,,,,,,,,Emma Mogus,,,,,emilyg@icmsaust.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Catholic Secondary Principals Association Of Queensland Inc,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Accounts Payable,,,,,accounts@emmaus.qld.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Catholic Secondary Principals Association Of Queensland Inc,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Shaun Soria,,,,,shaun@aquabubbler.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Catholic Secondary Principals Australia,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Catholic Secondary Principals Australia,,,,,info@bccm.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
CEFPI Australasia,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,CEFPI Australasia,,,,,ros@bccm.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Central Coast Primary Principals Council,Active,AUD,Payment Before Production,VAT on Import,22000,,0,77527522968,,,,,,,,,,,,,Jeanette Dillon,,,,,jeanette.dillon@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Central Copiers,Active,AUD,30 days,BAS Excluded,22000,DEFAULT Carrier,0,,,,,,,,,,,,,,No Name,,03 3786543,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,
Centre Com Sunshine Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,96084165293,Suppliers Data,,,,,,,,,,,,Johnny,,03 83117670,,,abbotsford.sales@centrecom.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
CG Plumbing,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,71 096 636 341,,,,,,,,,,,,,CG Plumbing,,0404  495  865,,,brisbane@cgplumbingqld.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Chemist Warehouse Fitzroy,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Chester's Plumbing,Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,Ben,,,,,chestersplumbing@bigpond.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Chester's Plumbing,Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,Chester's Plumbing,,,,,chestersplumbing@bigpond.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
City of Greater Geelong,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
City of Yarra,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
City West Water,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Clarke Hopkins & Clarke Architects,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,18 146 947 762,,,,,,,,,,,,,Clarke Hopkins & Clarke Architects,,03 9419 4340,,,studio@chc.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Clean Group Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,77623664040,Suppliers Data,,,,,,,,,,,,Julie Castillo,,1300869775,,,accounts@cleangroup.email,,,FALSE,TRUE,FALSE,,,,,,,,,,
Clever Bridge,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Click A Bargain,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Nate Graeske,,428894897,,,sales@clickabargain.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Click Campaigns,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,72136903940,Suppliers Data,,,,,,,,,,,,David Mollet,,425773767,,,dave@clickcampaigns.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
"Club Conservatory, RACV Club\",Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Coconut Consulting,Active,AUD,Payment Before Production,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Coconut Consulting as Kelitek Pty,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Coconut Consulting as Kelitek Pty,,,,,greg@coconutconsulting.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Coconut Consulting as Kelitek Pty,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Greg Kelly,,+613 9999 1420,,,greg@coconutconsulting.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Coles Express,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Coles Supermarkets,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Colledges Accountants and Advisors,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,52 439 950 641,,,,,,,,,,,,,Colledges Accountants and Advisors,,98516500,,98516555,admin@colledges.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Conference Design Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,72 050 482 507,,,,,,,,,,,,,Conference Design Pty Ltd,,,,,mail@conferencedesign.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Conference Design Pty Ltd (2020 Tasmanian Principals Conference),Active,AUD,Payment Before Production,VAT on Import,22000,,0,72050482507,,,,,,,,,,,,,Conference Design Pty Ltd (2020 Tasmanian Principals Conference),,+61 3 62312999,,,mail@conferencedesign.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
ConnectED Principals Conference,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Jeanette Dillon,,,,,tacoma-p.school@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Cook's Plumbing Supplies,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
CORDELL INFORMATION,Active,AUD,Payment Before Production,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
CORDELL INFORMATION (Core Logic),Active,AUD,Payment Before Production,GST on Expenses,22000,,0,95159137274,,,,,,,,,,,,,CORDELL INFORMATION (Core Logic),,1300952560,,,customercare@corelogic.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Cost Less Bolts,Active,AUD,30 days,GST on Expenses,22000,,0,58604569020,,,,,,,,,,,,,Marita Anderson,Accounts,395551922,,,accounts@costlessbolts.com.au,www.costlessbolts.com.au,,FALSE,FALSE,FALSE,,,,,,,,,,
Cost Less Bolts,Active,AUD,30 days,GST on Expenses,22000,,0,58604569020,,,,,,,,,,,,,Matt Fitzgibbon,Sales,395551922,,395559973,sales3@costlessbolts.com.au,www.costlessbolts.com.au,,TRUE,TRUE,FALSE,,,,,,,,,,
CouriersPlease,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Harleen Anand,,,,,harleen.anand@couriersplease.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
CPL West Melbourne,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Crane Bins Pty Ltd.,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Criterion Conferences,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Criterion Conferences,,,,,customercare@criterionconferences.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Crystal Clear Purification Systems Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,,0,,,,,,,,,,,,,,Lucinda Trewin,Administration,+61 8 8340 4344,,+61 8 8340 4544,cc@crystalclearaustralia.com,http://www.crystalclearaustralia.com,,FALSE,TRUE,FALSE,,,,,,,,,,
Crystal Clear Purification Systems Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,,0,,,,,,,,,,,,,,Sarah Moore,,+61 8 8340 4344,,+61 8 8340 4544,sarah@crystalclearaustralia.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Cubus,Active,EUR,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Christian Meraner,,,,,meraner@cubus.it,,,FALSE,TRUE,FALSE,,,,,,,,,,
D.J. KETT Plumbing Services,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,94061857010,Suppliers Data,,,,,,,,,,,,Helen Rowe,,94324744,,,admin@djkettplumbing.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Dalton Plumbing Pty Ltd,Active,AUD,30 days,GST on Expenses,22000,,0,98654621308,,,,,,,,,,,,,Dalton Plumbing Pty Ltd,,,,,accounts@daltonplumbing.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Dandamudi Manufacturing,Active,GBP,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Data Traffic Services,Active,AUD,30 days,GST on Income,22000,,0,89121080984,,,,,,,,,,,,,Accounts,,,,,accounts@dtsanz.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
David Dellagatta,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,David Dellagatta,,,,,david@aquabubbler.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
David Jones,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Dear Systems Limited,Active,USD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Accounts,,,,,support@dearsystems.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Dendra Accounting Group,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,90332352463,,,,,,,,,,,,,Dendra Accounting Group,,03 9808 0208,,03 9808 0228,admin@dendra.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Dendra Accounting Group,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,90332352463,,,,,,,,,,,,,Sophie Kontominas,,03 9808 0208,,03 9808 0228,admin@dendra.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
DEPS Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Victor Little,,03 5941 2600,,,steve@deps.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Deputec Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Deputy.com,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,91 133 632 327,,,,,,,,,,,,,Deputy.com,,,,,finance@deputy.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
DHL Express,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Mathews Gumley,,07 3837 7637,,,sydquerydsk@dhl.com,,,TRUE,FALSE,FALSE,,,,,,,,,,
DHL Express (New Zealand) Limited,Active,NZD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Monica Rattan,,,,,monica.rattan@dhl.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
DHL Express Australia,Deprecated,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
dialpad,Active,AUD,Payment Before Production,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Discount Prinitng,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Display2go,Active,AUD,Payment Before Delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Simon Nutt,,02 8090 2222,,,simon@displays2go.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Diversified Exhibitions Australia,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Diversified Exhibitions Australia,,,,,ar@divcom.net.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Dixon Kestles & Co Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Mail,,(03) 9690 3488,,(03) 9699 4581,mail@dixonkestles.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Dixon Kestles & Co Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Rebecca Fergus,,(03) 9690 3488,,(03) 9699 4581,rebeccaf@dixonkestles.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Donmax Plumbers,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Don Max,,08 9249 5066,,,donmax@q-net.net.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Dora Nikolaou,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,43388904082,Suppliers Data,,,,,,,,,,,,Dora,,421341830,,,dora@doranikolaou.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Drews Plumbing and Gasfitting,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Drews Plumbing and Gasfitting,,,,,Drewsplumbing@outlook.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Duragraf,Active,AUD,30 days,GST on Expenses,22000,,0,15 204 857 985,,,,,,,,,,,,Previously Rotomould Graphics (InMould graphics supplier),Des Crossley,,,,,des@duragraf.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Duragraf,Active,AUD,30 days,GST on Expenses,22000,,0,15 204 857 985,,,,,,,,,,,,Previously Rotomould Graphics (InMould graphics supplier),Tracey Crossley,,,,,admin@rotomouldgraphics.com,,,FALSE,FALSE,FALSE,,,,,,,,,,
DXC Claims Management Services,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,18003645645,,,,,,,,,,,,,Accounts,,,,,DCM-info@dxc.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
DXC Claims Management Services,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,18003645645,,,,,,,,,,,,,Giuseppe Persico,,,,,giuseppe.persico@dxc.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
DXC Claims Management Services,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,18003645645,,,,,,,,,,,,,Helen Stamatpoulos,,,,,Helen.Stamatopoulos@au.xchanging.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
DXC Claims Management Services,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,18003645645,,,,,,,,,,,,,Xchanging,,,,,info@au.xchanging.com,,,FALSE,FALSE,FALSE,,,,,,,,,,
East Asia Regional Council of Schools(EARCOS),Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Robert Viray,,,,,srviray@earcos.org,,,FALSE,TRUE,FALSE,,,,,,,,,,
Easy Web Design Pty Ltd (Easy Joomla),Active,AUD,30 days,GST on Income,22000,,0,20641042328,,,,,,,,,,,,,Enoch Lavender,,,,,admin@mywebsitecloud.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Easy Web Design Pty Ltd (Easy Joomla),Active,AUD,30 days,GST on Income,22000,,0,20641042328,,,,,,,,,,,,,My Website Cloud,,,,,admin@mywebsitecloud.com,,,FALSE,FALSE,FALSE,,,,,,,,,,
ELECTRINET SOLUCIONES ELECTRONICAS,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Manuel Araiza Orozco,,,,,maraiza@electrinetleon.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
ELECTRINET SOLUCIONES ELECTRONICAS,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Nadia Roa,,5.24777E+11,,,nadia_roa@elecrinetleon.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Elite Surface Technologies P/L,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Elite Surface Technologies P/L,,,,,sales@elitesurtech.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Elson Australiasia Pty Ltd,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,0,45059613991,Suppliers Data,,,,,,,,,,,,Kara Whant,Accounts,02 9625 7899,,,accounts@elson.net.au,www.elson.net.au,,FALSE,FALSE,FALSE,,,,,,,,,,
Elson Australiasia Pty Ltd,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,0,45059613991,Suppliers Data,,,,,,,,,,,,Orders - Elson,Orders,02 9625 7899,,,orders@elson.net.au,www.elson.net.au,,TRUE,TRUE,FALSE,,,,,,,,,,
Elson Australiasia Pty Ltd,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,0,45059613991,Suppliers Data,,,,,,,,,,,,Robert Taylor,VIC & TAS Sales Manager,02 9625 7899,0423 787 313,,robert.t@elson.net.au,www.elson.net.au,,FALSE,FALSE,FALSE,,,,,,,,,,
Elson Australiasia Pty Ltd,Active,AUD,30 days,GST on Expenses,22000,DEFAULT Carrier,0,45059613991,Suppliers Data,,,,,,,,,,,,Terry Maitland,National Sales Manager,02 9625 7899,0422 634 061,,terry.m@elson.net.au,www.elson.net.au,,FALSE,FALSE,FALSE,,,,,,,,,,
Elster Metering Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Accounts,,03 9355 2000,,,au.accounts@elster.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Elster Metering Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Fredia,,03 9355 2000,,,elstervicsales@honeywell.com,,,TRUE,TRUE,FALSE,,,,,,,,,,
Energy Australia,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Environmental Industries Pty Ltd,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,80 009 156 343,,,,,,,,,,,,,Environmental Industries Pty Ltd,,08 9256 6500,,08 6253 8340,accounts@eiwa.net.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Epic Plumbing,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,94958198625,Suppliers Data,,,,,,,,,,,,Phil Leech,,433820378,,,epic.plumbing@bigpond.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
